FR0011648971;10/11/14;6.29;6.35;6.29;6.35;251
FR0011648971;11/11/14;6.35;6.35;6.11;6.35;256
FR0011648971;12/11/14;6.35;6.40;6.10;6.40;4151
FR0011648971;13/11/14;6.40;6.40;5.95;6.00;2576
FR0011648971;14/11/14;6.00;6.00;6.00;6.00;1
FR0011648971;17/11/14;6.00;6.00;5.57;6.00;2349
FR0011648971;18/11/14;7.00;7.10;6.50;6.50;10181
FR0011648971;19/11/14;6.51;7.16;6.50;6.80;12126
FR0011648971;20/11/14;6.79;7.05;6.61;6.85;4246
FR0011648971;21/11/14;6.84;7.50;6.84;7.20;7313
FR0011648971;24/11/14;6.99;7.00;6.80;6.99;1438
FR0011648971;25/11/14;6.97;7.00;6.60;6.63;11542
FR0011648971;26/11/14;6.69;6.75;6.03;6.45;25588
FR0011648971;27/11/14;6.20;6.20;5.91;6.10;15280
FR0011648971;28/11/14;6.05;6.05;6.04;6.05;4729
FR0011648971;01/12/14;6.05;6.05;5.56;5.90;8088
FR0011648971;02/12/14;5.90;5.90;5.70;5.90;3501
FR0011648971;03/12/14;5.85;5.87;5.70;5.87;3746
FR0011648971;04/12/14;5.84;5.89;5.65;5.66;7727
FR0011648971;05/12/14;5.68;5.68;5.65;5.68;871
FR0011648971;08/12/14;5.68;5.68;5.50;5.63;2151
FR0011648971;09/12/14;5.46;5.60;5.00;5.60;7615
FR0011648971;10/12/14;5.59;5.59;4.81;5.00;11189
FR0011648971;11/12/14;5.00;5.00;4.74;4.90;3908
FR0011648971;12/12/14;4.90;4.90;4.88;4.88;701
FR0011648971;15/12/14;4.88;4.90;4.40;4.44;8307
FR0011648971;16/12/14;4.44;4.44;4.17;4.39;419
FR0011648971;17/12/14;4.28;4.40;4.19;4.39;2051
FR0011648971;18/12/14;4.37;4.50;4.09;4.49;9937
FR0011648971;19/12/14;4.20;4.91;4.05;4.91;15933
FR0011648971;22/12/14;4.99;5.89;4.99;5.50;21433
FR0011648971;23/12/14;5.32;5.44;5.20;5.44;928
FR0011648971;24/12/14;5.43;5.43;5.20;5.20;440
FR0011648971;29/12/14;5.00;5.29;4.80;5.00;2720
FR0011648971;30/12/14;5.01;5.59;5.01;5.31;8051
FR0011648971;31/12/14;5.32;5.74;5.32;5.70;8365
FR0011648971;02/01/15;5.70;6.20;5.42;5.80;3870
FR0011648971;05/01/15;5.80;5.90;5.61;5.61;2195
FR0011648971;06/01/15;5.59;6.29;5.45;5.90;3823
FR0011648971;07/01/15;5.90;5.90;5.48;5.48;1996
FR0011648971;08/01/15;5.48;5.90;5.48;5.89;1922
FR0011648971;09/01/15;5.89;5.90;5.37;5.90;4502
FR0011648971;12/01/15;6.15;7.40;6.15;6.71;49110
FR0011648971;13/01/15;7.15;7.36;6.60;6.75;59143
FR0011648971;14/01/15;6.60;6.61;5.95;6.16;26309
FR0011648971;15/01/15;6.16;6.69;6.06;6.32;14133
FR0011648971;16/01/15;6.45;6.75;6.02;6.40;14446
FR0011648971;19/01/15;6.42;6.72;6.12;6.72;9768
FR0011648971;20/01/15;6.80;6.80;6.13;6.69;5610
FR0011648971;18/02/15;8.50;11.30;8.47;9.30;1544664
FR0011648971;19/02/15;9.50;9.52;8.25;8.39;417540
FR0011648971;20/02/15;8.15;8.28;7.61;7.66;235493
FR0011648971;23/02/15;7.62;8.20;7.61;7.70;121920
FR0011648971;24/02/15;7.80;8.18;7.70;7.98;117045
FR0011648971;25/02/15;8.05;8.07;7.25;7.41;91487
FR0011648971;26/02/15;7.38;7.50;6.91;7.02;113244
FR0011648971;27/02/15;7.03;7.39;7.03;7.10;68445
FR0011648971;02/03/15;7.15;7.66;7.15;7.41;82785
FR0011648971;03/03/15;7.50;7.69;7.20;7.37;37795
FR0011648971;04/03/15;7.72;8.49;7.45;8.03;304401
FR0011648971;05/03/15;8.07;8.37;7.80;8.06;113080
FR0011648971;06/03/15;8.06;8.06;7.72;7.96;62527
FR0011648971;09/03/15;7.95;7.95;7.60;7.66;21823
FR0011648971;10/03/15;7.80;7.86;7.46;7.53;28694
FR0011648971;11/03/15;7.52;7.72;7.41;7.50;22567
FR0011648971;12/03/15;7.50;7.65;7.39;7.39;18755
FR0011648971;13/03/15;7.42;7.52;7.39;7.52;11149
FR0011648971;16/03/15;7.51;7.52;7.30;7.30;24004
FR0011648971;17/03/15;7.35;7.38;7.16;7.29;13791
FR0011648971;18/03/15;7.35;7.43;6.95;7.04;44851
FR0011648971;19/03/15;7.05;7.09;6.79;6.84;40283
FR0011648971;20/03/15;6.84;7.23;6.84;7.09;27791
FR0011648971;23/03/15;7.14;7.14;6.86;6.90;14172
FR0011648971;24/03/15;6.85;6.98;6.80;6.80;11926
FR0011648971;25/03/15;6.85;6.97;6.80;6.82;8334
FR0011648971;26/03/15;6.89;6.89;6.30;6.50;49949
FR0011648971;27/03/15;6.35;6.60;5.91;6.02;92313
FR0011648971;30/03/15;6.02;6.60;6.02;6.31;122595
FR0011648971;31/03/15;6.45;6.55;6.20;6.30;25045
FR0011648971;01/04/15;6.30;6.30;6.16;6.25;5415
FR0011648971;02/04/15;6.25;6.25;6.05;6.15;8361
FR0011648971;07/04/15;6.20;6.25;6.05;6.06;18043
FR0011648971;08/04/15;6.06;6.10;5.82;5.96;45483
FR0011648971;09/04/15;5.85;6.32;5.85;6.10;22562
FR0011648971;10/04/15;6.03;6.45;6.03;6.39;11628
FR0011648971;13/04/15;6.27;7.15;6.27;6.57;94732
FR0011648971;14/04/15;6.58;6.59;6.33;6.50;30203
